cyclecount,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53
1031,75.21343,72.24994,21.64706,57.30962,0.15763,162.30962,12.43902,267.30962,7.22281,67.45318,70.09936,21.64706,57.30962,0.45279,162.30962,17.19512,267.30962,4.19052,49.71842,64.51807,22.58824,57.30962,1.3941,162.30962,20.12195,267.30962,2.87434,-70.01774,-102.75545,102.58824,57.30962,25.70971,162.30962,13.90244,267.30962,15.839,-60.72232,-116.11911,110.58824,57.30962,28.05645,162.30962,8.04878,267.30962,30.0,-64.40169,-111.54092,108.23529,57.30962,27.54965,162.30962,21.21951,267.30962,8.74321
1032,75.95741,72.18679,21.64706,57.3652,0.1409,162.3652,12.43902,267.3652,7.7127,68.55158,70.55348,21.64706,57.3652,0.39605,162.3652,17.19512,267.3652,3.98605,50.82933,64.55958,22.58824,57.3652,1.3714,162.3652,20.85366,267.3652,4.12081,-70.5106,-102.49666,101.17647,57.3652,25.63026,162.3652,13.90244,267.3652,15.839,-60.75884,-116.16319,110.58824,57.3652,28.04781,162.3652,2.56098,267.3652,30.0,-64.57839,-111.02958,107.29412,57.3652,27.49892,162.3652,21.21951,267.3652,10.69265
1033,76.6181,72.05237,21.64706,57.42079,0.13132,162.42079,12.22132,267.42079,10.09368,69.4694,71.04553,21.64706,57.42079,0.35114,162.42079,19.02439,267.42079,4.35055,52.08194,64.57495,22.58824,57.42079,1.34549,162.42079,21.95122,267.42079,3.27971,-70.91513,-102.2693,101.17647,57.42079,25.5666,162.42079,13.90244,267.42079,15.839,-60.79287,-116.1934,110.58824,57.42079,28.03918,162.42079,2.56098,267.42079,30.0,-64.4693,-110.355,108.23529,57.42079,27.42481,162.42079,21.21951,267.42079,13.95333
1034,77.38282,71.82793,21.64706,57.47638,0.12782,162.47638,12.07317,267.47638,15.15789,70.44916,71.3963,21.64706,57.47638,0.30624,162.47638,19.02439,267.47638,3.88512,53.29234,65.06119,22.11765,57.47638,1.31095,162.47638,21.95122,267.47638,2.27413,-71.36502,-101.97436,101.17647,57.47638,25.48864,162.47638,13.90244,267.47638,15.839,-60.85364,-116.25209,110.58824,57.47638,28.03477,162.47638,3.65854,267.47638,30.0,-64.25626,-109.67747,108.23529,57.47638,27.35449,162.47638,21.21951,267.47638,11.59038
1035,78.20916,71.61066,21.64706,57.53196,0.12782,162.53196,12.07317,267.53196,5.93942,71.54764,71.21176,21.64706,57.53196,0.25935,162.53196,19.02439,267.53196,2.7473,54.25023,66.03139,22.11765,57.53196,1.26975,162.53196,21.66956,267.53196,2.81871,-71.62915,-101.59108,100.23529,57.53196,25.42221,162.53196,13.90244,267.53196,15.839,-61.41597,-116.5362,110.58824,57.53196,27.95679,162.53196,3.65854,267.53196,30.0,-64.01686,-109.07807,108.23529,57.53196,27.28319,162.53196,21.21951,267.53196,10.64958
1036,79.08258,71.61647,21.64706,57.58755,0.11524,162.58755,12.07317,267.58755,9.27399,72.70102,71.51746,21.64706,57.58755,0.21099,162.58755,19.02439,267.58755,3.69259,54.73282,67.09522,21.64706,57.58755,1.2182,162.58755,21.85584,267.58755,3.83609,-71.86976,-101.20025,99.29412,57.58755,25.35187,162.58755,13.90244,267.58755,19.09599,-61.91928,-116.71602,110.11765,57.58755,27.89462,162.58755,3.65854,267.58755,30.0,-63.737,-108.56169,108.23529,57.58755,27.20848,162.58755,21.21951,267.58755,11.68621
1037,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,73.784,71.87376,21.64706,57.64314,0.1629,162.64314,19.02439,267.64314,8.09185,55.49421,67.99395,21.64706,57.64314,1.17304,162.64314,22.67174,267.64314,2.00746,-72.01374,-100.84224,99.29412,57.64314,25.28981,162.64314,13.90244,267.64314,22.36481,-62.48924,-116.68835,110.11765,57.64314,27.82407,162.64314,6.21951,267.64314,16.50318,-63.47319,-108.13044,109.17647,57.64314,27.13989,162.64314,21.21951,267.64314,12.02151
1038,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,74.75913,72.08593,21.64706,57.69872,0.13154,162.69872,19.02439,267.69872,4.0291,56.00055,69.05589,21.64706,57.69872,1.11604,162.69872,22.68293,267.69872,2.7973,-72.05588,-100.46854,99.29412,57.69872,25.23401,162.69872,13.90244,267.69872,22.36481,-62.83322,-116.52545,109.17647,57.69872,27.77891,162.69872,6.58537,267.69872,9.76563,-63.33701,-107.5774,109.17647,57.69872,27.05054,162.69872,21.21951,267.69872,13.79168
1039,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,75.8227,72.07911,21.64706,57.75431,0.11773,162.75431,19.02439,267.75431,3.6496,56.96485,69.64174,21.64706,57.75431,1.06768,162.75431,22.68293,267.75431,3.61696,-72.15515,-99.99297,99.29412,57.75431,25.16251,162.75431,13.90244,267.75431,21.41569,-63.0873,-116.05399,109.17647,57.75431,27.68219,162.75431,5.85366,267.75431,25.11788,-63.31353,-106.95334,108.23529,57.75431,26.94667,162.75431,21.21951,267.75431,15.69694
1040,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,76.83841,72.11457,21.64706,57.80989,0.11055,162.80989,19.02439,267.80989,3.77541,58.03011,70.04614,21.64706,57.80989,1.01069,162.80989,22.68293,267.80989,4.35433,-72.22244,-99.51527,99.29412,57.80989,25.08968,162.80989,13.90244,267.80989,18.69404,-63.27777,-115.51631,109.17647,57.80989,27.61138,162.80989,5.85366,267.80989,14.95434,-63.32592,-106.23505,108.23529,57.80989,26.8275,162.80989,21.21951,267.80989,12.41047
1041,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,77.83714,72.03909,21.64706,57.86548,0.11919,162.86548,19.02439,267.86548,5.5709,59.02566,70.43421,21.64706,57.86548,0.96233,162.86548,22.68293,267.86548,5.1787,-72.31884,-98.99422,98.35294,57.86548,25.01214,162.86548,13.90244,267.86548,18.69404,-63.45932,-114.92131,109.17647,57.86548,27.54056,162.86548,7.31707,267.86548,14.33895,-63.36099,-105.61533,108.23529,57.86548,26.74215,162.86548,21.21951,267.86548,10.52876
1042,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,78.74208,71.73572,21.64706,57.92107,0.11919,162.92107,19.02439,267.92107,9.48423,60.11394,70.35483,21.64706,57.92107,0.93097,162.92107,22.31707,267.92107,3.79038,-72.42564,-98.6491,98.35294,57.92107,24.95653,162.92107,13.90244,267.92107,18.69404,-63.61103,-114.33509,108.23529,57.92107,27.47003,162.92107,7.68293,267.92107,12.13861,-63.59269,-105.1572,107.76471,57.92107,26.68082,162.92107,21.21951,267.92107,12.5466
1043,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,79.90203,71.58645,21.64706,57.97665,0.10565,162.97665,19.02439,267.97665,3.88331,61.13678,69.81553,21.64706,57.97665,0.88779,162.97665,22.31707,267.97665,4.0843,-72.55352,-98.41252,96.47059,57.97665,24.9167,162.97665,13.90244,267.97665,22.00684,-63.84008,-113.77185,108.23529,57.97665,27.40758,162.97665,7.68293,267.97665,13.47307,-63.95771,-104.85766,107.76471,57.97665,26.62786,162.97665,21.21951,267.97665,18.01865
1044,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.79093,71.90505,21.64706,58.03224,0.08319,163.03224,19.02439,268.03224,3.09369,62.06101,69.10681,21.64706,58.03224,0.82588,163.03224,22.31707,268.03224,3.56624,-72.47884,-97.92779,97.41176,58.03224,24.84548,163.03224,13.90244,268.03224,24.72616,-64.11254,-113.05224,108.23529,58.03224,27.33677,163.03224,7.68293,268.03224,10.12892,-64.46943,-104.47517,107.29412,58.03224,26.5509,163.03224,21.21951,268.03224,18.69404
1045,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,62.97987,68.64321,21.64706,58.08783,0.74699,163.08783,22.31707,268.08783,6.26548,-72.34533,-97.42495,96.47059,58.08783,24.76884,163.08783,13.90244,268.08783,25.59119,-64.30752,-112.44379,108.23529,58.08783,27.27459,163.08783,7.68293,268.08783,10.52323,-64.9943,-104.14067,106.82353,58.08783,26.47145,163.08783,21.21951,268.08783,11.10431
1046,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,63.81886,68.54232,21.64706,58.14341,0.68281,163.14341,22.31707,268.14341,6.78042,-72.01784,-96.95892,96.47059,58.14341,24.68082,163.14341,13.90244,268.14341,18.2305,-64.53554,-111.76789,107.29412,58.14341,27.21559,163.14341,7.68293,268.14341,10.83223,-65.51415,-103.93602,105.88235,58.14341,26.39673,163.14341,21.21951,268.14341,11.38609
1047,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,64.93156,68.76216,21.64706,58.199,0.61172,163.199,22.31707,268.199,4.86295,-71.63079,-96.47568,96.0,58.199,24.58548,163.199,13.90244,268.199,13.58197,-64.72902,-111.14045,107.29412,58.199,27.15888,163.199,7.68293,268.199,9.39125,-65.98349,-103.94957,105.88235,58.199,26.32983,163.199,21.21951,268.199,16.25556
1048,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,66.04296,69.22287,21.64706,58.25459,0.53745,163.25459,22.31707,268.25459,3.90629,-71.26294,-95.95247,96.94118,58.25459,24.49803,163.25459,13.90244,268.25459,13.55497,-64.6482,-110.30894,107.29412,58.25459,27.08807,163.25459,7.68293,268.25459,9.20022,-66.55722,-104.00836,104.94118,58.25459,26.25038,163.25459,21.21951,268.25459,18.46431
1049,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,67.13711,69.96526,21.64706,58.31017,0.47182,163.31017,22.31707,268.31017,3.40952,-70.89712,-95.50843,96.94118,58.31017,24.41784,163.31017,13.90244,268.31017,11.97368,-64.44524,-109.67959,108.23529,58.31017,27.02589,163.31017,8.04878,268.31017,8.68482,-67.25451,-104.06479,104.94118,58.31017,26.15654,163.31017,21.21951,268.31017,14.26372
1050,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,68.42022,70.44426,21.64706,58.36576,0.41022,163.36576,22.31707,268.36576,3.1465,-70.49605,-95.0962,96.94118,58.36576,24.33189,163.36576,13.90244,268.36576,13.06007,-64.31586,-109.01598,108.23529,58.36576,26.95508,163.36576,8.04878,268.36576,9.5542,-67.84144,-104.24237,104.0,58.36576,26.08415,163.36576,21.21951,268.36576,10.4688
1051,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,69.35343,70.94012,21.64706,58.42135,0.3633,163.42135,22.31707,268.42135,3.06903,-70.2484,-94.69411,96.94118,58.42135,24.26485,163.42135,13.90244,268.42135,16.15314,-64.08083,-108.42327,108.23529,58.42135,26.88427,163.42135,7.68293,268.42135,14.63657,-68.1806,-104.03511,104.0,58.42135,26.04612,163.42135,21.21951,268.42135,12.62232
1052,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,70.35624,71.38006,21.64706,58.47693,0.31811,163.47693,22.31707,268.47693,2.97155,-69.99726,-94.3432,95.52941,58.47693,24.20356,163.47693,13.90244,268.47693,18.69404,-63.93259,-107.8601,108.23529,58.47693,26.81346,163.47693,7.68293,268.47693,11.68621,-68.63288,-103.80328,103.52941,58.47693,26.00143,163.47693,21.21951,268.47693,22.25851
1053,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,71.58633,71.22229,21.64706,58.53252,0.26975,163.53252,22.68293,268.53252,2.94339,-69.68606,-94.04031,95.52941,58.53252,24.14001,163.53252,13.90244,268.53252,18.69404,-63.80912,-107.31195,107.76471,58.53252,26.74379,163.53252,8.25581,268.53252,15.99229,-69.10218,-103.6572,103.52941,58.53252,25.94439,163.53252,21.21951,268.53252,15.70604
1054,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,72.81566,71.5932,21.64706,58.5881,0.21418,163.5881,22.68293,268.5881,4.5722,-69.41364,-93.6863,96.0,58.5881,24.07242,163.5881,13.90244,268.5881,19.46531,-63.67267,-106.86229,107.76471,58.5881,26.68911,163.5881,8.41463,268.5881,13.67905,-69.61039,-103.52188,103.05882,58.5881,25.8922,163.5881,21.21951,268.5881,13.72664
1055,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,73.9212,71.93099,21.64706,58.64369,0.16642,163.64369,23.04878,268.64369,3.65874,-69.11349,-93.28815,94.58824,58.64369,23.9943,163.64369,13.90244,268.64369,21.73633,-63.67187,-106.2789,107.76471,58.64369,26.61169,163.64369,8.41463,268.64369,30.0,-70.25028,-103.36643,102.58824,58.64369,25.82379,163.64369,21.21951,268.64369,16.45024
1056,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,74.94877,72.00213,21.64706,58.69928,0.13331,163.69928,23.04878,268.69928,2.65077,-68.78638,-92.91689,94.58824,58.69928,23.92406,163.69928,13.90244,268.69928,18.69404,-63.79981,-105.80573,107.76471,58.69928,26.54749,163.69928,8.78049,268.69928,12.3914,-70.75397,-102.97841,101.64706,58.69928,25.73853,163.69928,21.21951,268.69928,11.1162
1057,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,76.06831,72.19869,21.64706,58.75486,0.11919,163.75486,22.68293,268.75486,4.68378,-68.51846,-92.6767,94.58824,58.75486,23.86844,163.75486,13.90244,268.75486,18.69404,-63.95993,-105.26323,107.76471,58.75486,26.48501,163.75486,8.78049,268.75486,17.47045,-71.43686,-102.78028,101.64706,58.75486,25.64346,163.75486,21.21951,268.75486,10.86464
1058,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,77.06719,72.14668,21.64706,58.81045,0.11055,163.81045,22.31707,268.81045,4.90706,-68.1885,-92.38673,94.58824,58.81045,23.79903,163.81045,13.90244,268.81045,20.6675,-64.23074,-104.71829,107.76471,58.81045,26.4145,163.81045,8.78049,268.81045,21.26283,-72.03331,-102.64907,100.70588,58.81045,25.56172,163.81045,21.21951,268.81045,12.23344
1059,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,78.3279,71.96095,21.64706,58.86604,0.11919,163.86604,22.31707,268.86604,4.12646,-67.82472,-92.09487,94.58824,58.86604,23.72499,163.86604,13.90244,268.86604,22.36481,-64.76446,-104.42194,106.82353,58.86604,26.34369,163.86604,8.78049,268.86604,14.13566,-72.28301,-102.38137,100.23529,58.86604,25.50802,163.86604,21.21951,268.86604,14.55929
1060,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,79.57777,71.63035,21.64706,58.92162,0.11259,163.92162,22.31707,268.92162,1.24358,-67.38815,-91.79642,95.52941,58.92162,23.64024,163.92162,13.90244,268.92162,21.13591,-65.34236,-104.40647,106.82353,58.92162,26.27948,163.92162,8.78049,268.92162,11.25471,-72.45851,-101.97011,100.23529,58.92162,25.43916,163.92162,21.21951,268.92162,18.69404
1061,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,80.62411,71.76832,21.64706,58.97721,0.09328,163.97721,21.95122,268.97721,2.44331,-67.07171,-91.48436,94.11765,58.97721,23.56811,163.97721,13.90244,268.97721,15.839,-65.85644,-104.29032,105.88235,58.97721,26.21934,163.97721,8.78049,268.97721,14.36696,-72.53298,-101.56984,98.82353,58.97721,25.38284,163.97721,21.21951,268.97721,18.84105
1062,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20574,72.18581,21.64706,59.0328,0.07601,164.0328,21.95122,269.0328,4.43929,-66.66257,-91.13917,94.11765,59.0328,23.48866,164.0328,13.90244,269.0328,15.839,-66.40927,-104.25549,105.88235,59.0328,26.15717,164.0328,8.78049,269.0328,16.47039,-72.75921,-101.21395,98.35294,59.0328,25.31829,164.0328,21.21951,269.0328,20.85455
1063,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.43612,-90.86534,94.11765,59.08838,23.43549,164.08838,13.90244,269.08838,20.48481,-66.98714,-104.29705,104.94118,59.08838,26.09499,164.08838,8.78049,269.08838,15.55554,-72.87656,-100.79523,98.35294,59.08838,25.24867,164.08838,21.21951,269.08838,22.36481
1064,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.1011,-90.50801,94.11765,59.14397,23.36431,164.14397,13.90244,269.14397,25.28276,-67.71585,-104.08225,104.0,59.14397,26.00832,164.14397,8.78049,269.14397,11.6168,-72.79827,-100.25269,97.88235,59.14397,25.16922,164.14397,21.21951,269.14397,20.53421
1065,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-65.81272,-90.11423,93.17647,59.19956,23.29441,164.19956,13.90244,269.19956,21.92968,-68.22432,-103.96199,104.0,59.19956,25.94474,164.19956,8.78049,269.19956,10.07201,-72.77383,-99.68976,97.88235,59.19956,25.0911,164.19956,21.21951,269.19956,15.45809
1066,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-65.845,-89.80935,93.17647,59.25514,23.24018,164.25514,13.90244,269.25514,18.69404,-68.59162,-103.72759,103.52941,59.25514,25.8912,164.25514,8.78049,269.25514,14.32263,-72.77638,-99.05853,96.94118,59.25514,25.02085,164.25514,20.44929,269.25514,13.40681
1067,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.12004,-89.58751,93.17647,59.31073,23.19478,164.31073,13.90244,269.31073,18.69404,-69.08018,-103.23931,102.58824,59.31073,25.80311,164.31073,8.78049,269.31073,22.74353,-72.67032,-98.51205,96.94118,59.31073,24.96523,164.31073,10.68878,269.31073,11.69888
1068,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.45439,-89.22916,92.23529,59.36631,23.13137,164.36631,13.90244,269.36631,22.00229,-69.54283,-102.97546,102.58824,59.36631,25.7323,164.36631,8.78049,269.36631,10.9321,-72.39404,-97.86333,97.41176,59.36631,24.90568,164.36631,10.60976,269.36631,13.07401
1069,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-66.89468,-88.83066,91.76471,59.4219,23.05344,164.4219,13.90244,269.4219,19.71695,-70.12128,-102.69989,102.58824,59.4219,25.64282,164.4219,8.78049,269.4219,13.15854,-71.97289,-97.26812,96.47059,59.4219,24.83244,164.4219,10.7515,269.4219,11.41447
1070,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-67.40957,-88.59992,91.76471,59.47749,22.97876,164.47749,13.90244,269.47749,17.03432,-70.72867,-102.42573,101.17647,59.47749,25.5475,164.47749,8.78049,269.47749,13.03405,-71.55861,-96.75937,96.47059,59.47749,24.75826,164.47749,11.03137,269.47749,8.9988
1071,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-67.9569,-88.47243,90.82353,59.53307,22.91134,164.53307,13.90244,269.53307,14.69998,-71.29303,-101.9857,101.17647,59.53307,25.43351,164.53307,8.78049,269.53307,10.96746,-71.27933,-96.36361,96.94118,59.53307,24.70861,164.53307,11.34146,269.53307,10.39116
1072,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-68.50238,-88.2535,89.88235,59.58866,22.84439,164.58866,13.90244,269.58866,13.55497,-71.61007,-101.61129,100.23529,59.58866,25.35406,164.58866,8.78049,269.58866,10.3572,-70.88902,-95.89739,96.94118,59.58866,24.63579,164.58866,11.34146,269.58866,14.59328
1073,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-69.07336,-87.92472,89.88235,59.64425,22.77019,164.64425,13.90244,269.64425,12.06633,-71.89493,-101.14373,99.29412,59.64425,25.27462,164.64425,8.78049,269.64425,14.75901,-70.80908,-95.58505,96.94118,59.64425,24.59474,164.64425,11.34146,269.64425,17.802
1074,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-69.70032,-87.65129,88.94118,59.69983,22.69794,164.69983,13.90244,269.69983,9.23013,-72.29013,-100.69851,99.29412,59.69983,25.18514,164.69983,8.78049,269.69983,15.42921,-70.69461,-95.159,96.47059,59.69983,24.538,164.69983,11.34146,269.69983,20.23132
1075,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-70.29121,-87.3309,88.47059,59.75542,22.62989,164.75542,13.90244,269.75542,11.68621,-72.612,-100.12053,97.88235,59.75542,25.08324,164.75542,8.78049,269.75542,13.1519,-70.52684,-94.63398,96.47059,59.75542,24.46474,164.75542,11.34146,269.75542,21.33788
1076,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-70.88415,-87.04611,88.0,59.81101,22.55901,164.81101,13.90244,269.81101,11.68621,-72.83275,-99.50594,97.88235,59.81101,24.98998,164.81101,8.78049,269.81101,11.28719,-70.37719,-93.97365,95.52941,59.81101,24.36543,164.81101,11.34146,269.81101,16.39287
1077,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-71.55164,-86.94553,87.52941,59.86659,22.49545,164.86659,13.90244,269.86659,11.68621,-72.79575,-98.63013,96.94118,59.86659,24.87149,164.86659,8.78049,269.86659,9.05101,-70.0325,-93.73697,95.52941,59.86659,24.30375,164.86659,11.34146,269.86659,15.839
1078,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-72.16454,-86.80645,87.52941,59.92218,22.43189,164.92218,13.90244,269.92218,11.68621,-72.75327,-98.05823,96.47059,59.92218,24.79966,164.92218,8.78049,269.92218,9.20121,-69.73068,-93.55644,95.52941,59.92218,24.25429,164.92218,11.34146,269.92218,20.13256
1079,79.69296,71.90499,21.64706,57.63142,0.10192,162.63142,12.80488,267.63142,6.70287,80.97566,72.10368,21.64706,58.06647,0.07601,163.06647,19.02439,268.06647,7.2838,81.20752,72.18813,21.64706,59.03323,0.07601,164.03323,21.95122,269.03323,4.45703,-72.67628,-86.4973,86.11765,59.97777,22.37792,164.97777,13.90244,269.97777,12.94336,-72.64728,-97.52094,96.47059,59.97777,24.72885,164.97777,7.68293,269.97777,12.98519,-69.34834,-93.37429,94.58824,59.97777,24.1957,164.97777,11.34146,269.97777,22.36481
