cyclecount,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64
560,0.211047,0.0,0.0,0.017619,0.0,0.0,0.0,0.007536,0.0,0.0,0.012486,0.0,0.018719,0.0,0.012877,0.006357,0.0,0.004493,0.004775,0.002995,0.001743,0.004208,0.010716,0.013872,0.017317,0.035979,0.030278,0.073154,3.257168,0.35583,0.072098,0.052198,0.044816,0.020605,0.634828,2.093016,0.112873,0.026754,4.192767,4.609796,0.081448,0.969985,0.06812,4.033386,0.296165,4.47378,0.058916,2.263273,1.805282,0.084268,3.707543,2.335837,1.648833,1.593085,1.759375,1.780699,0.478151,0.185721,0.2024,0.136162,0.010729,0.010221,0.008023,0.023093
561,0.341563,0.0,0.0,0.03141,0.0,0.0,0.0,0.024385,0.0,0.0,0.031454,0.0,0.0278,0.0,0.0144,0.004403,0.0,0.002187,0.004092,0.001317,0.0049,0.009609,0.007888,0.051542,0.069248,0.074229,0.040693,0.087255,1.723623,1.043294,0.388137,0.112241,0.065017,0.057368,0.351631,2.467279,3.547674,0.143042,1.959466,2.231059,0.957799,0.407364,0.709922,1.947604,2.306816,2.151875,1.074278,1.043613,0.820241,0.886319,3.896281,3.793198,0.976001,0.693369,0.887626,0.846308,0.415523,0.147007,0.527518,0.323822,0.011352,0.009938,0.009507,0.018096
562,0.357708,0.0,0.0,0.016355,0.0,0.0,0.0,0.022997,0.0,0.0,0.010628,0.0,0.005162,0.0,0.006248,0.001713,0.0,0.003518,0.003833,0.002495,0.000803,0.001786,0.001704,0.001732,0.001999,0.007618,0.007883,0.024879,0.48177,1.93258,0.048466,0.010479,0.014898,0.008008,0.129893,3.553727,8.0,0.029784,0.742113,0.928655,2.07922,0.129869,1.388429,0.541582,5.329742,0.711497,3.479122,0.350726,1.085151,1.908838,6.925176,7.469855,0.678105,1.041188,0.881748,0.407622,0.809927,0.414822,1.14639,0.663143,0.015187,0.013473,0.008549,0.020289
563,0.354496,0.0,0.0,0.004498,0.0,0.0,0.0,0.013422,0.0,0.0,0.014541,0.0,0.010549,0.0,0.005737,0.004218,0.0,0.003127,0.001896,0.000379,0.000726,0.001531,0.00247,0.002595,0.003346,0.006922,0.006039,0.016696,0.139403,1.880581,0.085789,0.002927,0.010476,0.0104,0.078358,1.901292,7.304085,0.019295,0.236409,0.317993,1.862752,0.050388,1.366608,0.200987,5.56261,2.83467,3.678615,0.116433,1.113669,1.864423,7.062185,7.997124,0.704341,1.024857,0.833568,0.404336,0.813753,0.377327,1.08315,0.614765,0.017067,0.011405,0.010289,0.025877
564,0.356471,0.0,0.0,0.009793,0.0,0.0,0.0,0.008914,0.0,0.0,0.008159,0.0,0.005548,0.0,0.004499,0.002708,0.0,0.002052,0.001042,0.000864,0.001186,0.00313,0.002172,0.002279,0.003609,0.004237,0.002395,0.003919,0.050038,1.743747,0.155702,0.002919,0.003249,0.007406,0.011652,0.825078,7.006689,0.016849,0.056393,0.057898,2.019505,0.009151,1.322506,0.104323,4.479419,4.949669,3.557208,0.030769,1.149831,1.838248,7.036087,7.927709,0.646188,1.004142,0.835534,0.376535,0.828773,0.376873,1.13329,0.649694,0.016109,0.014812,0.008629,0.027036
565,0.31666,0.0,0.0,0.008009,0.0,0.0,0.0,0.007646,0.0,0.0,0.007683,0.0,0.015436,0.0,0.014517,0.002444,0.0,0.002333,0.001956,0.001962,0.000885,0.001818,0.001772,0.003287,0.002516,0.003374,0.00286,0.00438,0.047539,1.664666,0.151953,0.003705,0.005061,0.007523,0.012901,0.754374,6.843918,0.014081,0.025155,0.018154,1.947146,0.006121,1.245025,0.091627,4.056202,5.000009,3.495234,0.005738,1.078878,1.828081,7.088011,7.531245,0.602658,1.032958,0.759565,0.404531,0.832518,0.422627,1.045246,0.694373,0.01549,0.014927,0.008017,0.029305
566,0.26428,0.0,0.0,0.0088,0.0,0.0,0.0,0.002298,0.0,0.0,0.005758,0.0,0.006655,0.0,0.006685,0.006435,0.0,0.004449,0.003227,0.002134,0.001049,0.001822,0.001105,0.004692,0.00379,0.002241,0.002601,0.004068,0.046575,1.598052,0.144949,0.005688,0.005983,0.004915,0.011207,0.713731,6.570784,0.017382,0.023196,0.021976,1.874277,0.006768,1.193792,0.087989,3.893437,4.797056,3.352458,0.008222,1.034554,1.755301,6.802985,7.231548,0.58119,0.994604,0.727229,0.38631,0.795955,0.40911,0.993934,0.663009,0.013778,0.008489,0.009616,0.020043
567,0.270723,0.0,0.0,0.008146,0.0,0.0,0.0,0.010327,0.0,0.0,0.009147,0.0,0.010403,0.0,0.002144,0.00409,0.0,0.00334,0.002401,0.001365,0.001261,0.001249,0.001662,0.00409,0.002129,0.003241,0.004083,0.001528,0.042142,1.538378,0.140923,0.008455,0.004948,0.006961,0.01287,0.699635,6.322821,0.012349,0.027687,0.018137,1.792331,0.010381,1.155061,0.08666,3.750582,4.617055,3.226401,0.007947,0.998031,1.688885,6.541531,6.959329,0.556954,0.963787,0.699917,0.372073,0.769026,0.395458,0.961192,0.641358,0.016105,0.014394,0.009035,0.024011
568,0.27498,0.0,0.0,0.003207,0.0,0.0,0.0,0.008907,0.0,0.0,0.009463,0.0,0.00442,0.0,0.000369,0.00504,0.0,0.003183,0.001108,0.000895,0.001181,0.000495,0.001248,0.003162,0.00063,0.002479,0.002166,0.003725,0.041969,1.474414,0.128309,0.004032,0.003684,0.003944,0.005578,0.63809,6.057926,0.015162,0.015004,0.014492,1.724807,0.005467,1.101169,0.077426,3.584961,4.42287,3.093985,0.007929,0.959675,1.623309,6.273108,6.669122,0.536035,0.929067,0.666332,0.356155,0.734182,0.378079,0.916668,0.605418,0.019376,0.012898,0.00904,0.020057
569,0.273888,0.0,0.0,0.006155,0.0,0.0,0.0,0.004932,0.0,0.0,0.003368,0.0,0.001967,0.0,0.002449,0.004678,0.0,0.002999,0.000837,0.000794,0.000457,0.000252,0.000165,0.00273,0.000695,0.000859,0.002125,0.003105,0.039339,1.467894,0.133298,0.004542,0.002712,0.003507,0.006662,0.664652,6.03926,0.016398,0.00748,0.017391,1.719218,0.006636,1.091223,0.076085,3.567331,4.414043,3.079899,0.006497,0.952298,1.621509,6.245454,6.624854,0.534603,0.920086,0.668181,0.351093,0.732717,0.379069,0.91458,0.606533,0.013568,0.010825,0.007405,0.019797
570,0.282574,0.0,0.0,0.009712,0.0,0.0,0.0,0.013171,0.0,0.0,0.01973,0.0,0.021978,0.0,0.007398,0.001247,0.0,0.000885,0.001683,0.001013,0.000745,0.001238,0.000561,0.001514,0.001243,0.000899,0.001737,0.004097,0.045908,1.432212,0.202131,0.007328,0.004915,0.003409,0.004305,0.283731,6.485195,0.022059,0.015427,0.090705,1.690196,0.008541,1.069766,0.286351,2.208916,4.870494,2.734607,0.018431,0.9736,1.720028,5.757217,6.698145,0.514252,0.883189,0.695448,0.371225,0.608479,0.325354,0.904749,0.498532,0.00966,0.01694,0.011127,0.018133
571,0.271871,0.0,0.0,0.016337,0.0,0.0,0.0,0.011557,0.0,0.0,0.010837,0.0,0.003455,0.0,0.00557,0.003141,0.0,0.001048,0.001709,0.001612,0.001453,0.001087,0.000395,0.000558,0.001505,0.001365,0.001433,0.003688,0.0416,1.418798,0.214208,0.003671,0.002825,0.002028,0.003122,0.184976,6.593889,0.016393,0.019885,0.058011,1.65151,0.006898,1.133878,0.335163,1.775343,4.866638,2.818259,0.016635,1.010461,1.603304,6.300415,6.502175,0.591559,0.919256,0.781819,0.322388,0.738039,0.362823,0.95603,0.502427,0.011037,0.011922,0.012536,0.01853
572,0.264794,0.0,0.0,0.003517,0.0,0.0,0.0,0.01106,0.0,0.0,0.008641,0.0,0.009149,0.0,0.007183,0.002972,0.0,0.001892,0.001674,0.002439,0.001908,0.001112,0.001158,0.001738,0.003338,0.004829,0.003344,0.001761,0.036582,1.4761,0.117557,0.005114,0.005105,0.003582,0.007313,0.838406,5.886963,0.02292,0.031738,0.079939,1.699469,0.019346,1.117091,0.069743,3.833209,4.096183,2.951275,0.018169,0.956359,1.566487,5.692678,6.455522,0.543095,0.791782,0.675166,0.272821,0.637573,0.300023,0.851583,0.463293,0.010435,0.010482,0.00884,0.02133
573,0.273017,0.0,0.0,0.005503,0.0,0.0,0.0,0.003661,0.0,0.0,0.005207,0.0,0.005002,0.0,0.003419,0.004306,0.0,0.002374,0.000864,0.000529,0.00012,0.000375,0.000588,0.000398,0.000626,0.001568,0.002193,0.002932,0.025603,1.513072,0.058487,0.003794,0.003831,0.004671,0.005293,1.578319,5.880953,0.014972,0.020433,0.266774,1.500521,0.005622,1.101499,0.041671,4.508795,2.152725,2.999618,0.016139,0.914413,1.516674,5.816117,6.678956,0.589365,0.868018,0.696656,0.342627,0.720167,0.340828,0.995757,0.595809,0.018133,0.010982,0.011244,0.021412
574,0.274292,0.0,0.0,0.004351,0.0,0.0,0.0,0.003122,0.0,0.0,0.005658,0.0,0.00778,0.0,0.002182,0.002263,0.0,0.000984,0.000793,0.001427,0.000511,0.002031,0.00111,0.001703,0.001562,0.002928,0.000368,0.003151,0.038915,1.492693,0.098072,0.00408,0.004006,0.00321,0.006391,1.069671,5.561183,0.026336,0.025048,0.122678,1.646809,0.017838,1.138405,0.053244,4.260877,3.432475,2.643101,0.022951,0.939529,1.725015,5.615863,5.830231,0.563885,0.85076,0.644199,0.314989,0.641177,0.306879,0.859227,0.457841,0.01311,0.012048,0.008111,0.018135
575,0.312121,0.0,0.0,0.041508,0.0,0.0,0.0,0.036107,0.0,0.0,0.016924,0.0,0.016324,0.0,0.007432,0.001488,0.0,0.001547,0.002942,0.003096,0.005708,0.017096,0.030047,0.027033,0.025164,0.041101,0.026844,0.033161,0.046387,1.3065,0.270816,0.042879,0.018409,0.079048,0.063499,0.527942,5.819748,0.029118,0.042199,0.111595,1.53792,0.056576,0.949807,0.259724,2.166272,4.391276,2.481279,0.064343,0.896024,1.552317,5.141575,5.937953,0.459762,0.768725,0.600539,0.29082,0.558922,0.289496,0.78218,0.452522,0.013351,0.013952,0.010471,0.016405
576,0.327565,0.0,0.0,0.021171,0.0,0.0,0.0,0.019495,0.0,0.0,0.024665,0.0,0.017253,0.0,0.037973,0.016607,0.0,0.004522,0.009135,0.015542,0.021877,0.063774,0.196627,0.227399,0.10031,0.097801,0.07912,0.170772,0.190588,0.55674,1.706337,0.724122,0.083094,0.619352,0.476384,0.280926,2.730935,0.954076,0.413575,0.39188,2.720598,3.319009,0.470975,2.784357,0.892244,2.218715,1.769273,2.999372,0.460853,2.509051,2.600885,2.897637,0.47633,0.381698,0.415855,0.380179,0.45413,0.347322,0.377907,0.237429,0.00897,0.010019,0.011993,0.014302
577,0.364107,0.0,0.0,0.00624,0.0,0.0,0.0,0.008619,0.0,0.0,0.021611,0.0,0.018632,0.0,0.015506,0.005502,0.0,0.001364,0.006124,0.003098,0.003412,0.007862,0.008953,0.006839,0.010536,0.013056,0.009038,0.008646,0.02001,0.195919,3.425333,1.128018,0.024288,0.016454,0.021924,0.155949,0.797884,2.770938,0.037514,0.040218,0.819436,8.0,0.154778,6.019172,0.578737,2.428828,5.015626,7.998242,0.135341,7.321959,6.024883,1.6552,1.239031,1.241246,0.904998,0.880195,0.99777,0.817954,0.093349,0.072074,0.00743,0.008033,0.008895,0.029739
578,0.377106,0.0,0.0,0.002075,0.0,0.0,0.0,0.01068,0.0,0.0,0.005773,0.0,0.018203,0.0,0.013611,0.002608,0.0,0.001022,0.001891,0.001677,0.002593,0.003295,0.002518,0.003396,0.002915,0.005455,0.003823,0.003752,0.012253,0.087135,3.568868,1.399171,0.011953,0.005972,0.006081,0.082732,0.24305,2.522535,0.040641,0.030776,0.521609,7.442958,0.051363,6.787132,0.470134,0.483349,4.972636,7.560796,0.092955,7.054617,5.931474,1.577429,1.248444,1.111747,0.938658,0.856438,0.955955,0.70558,0.052917,0.020606,0.00883,0.012561,0.009271,0.029236
579,0.389745,0.0,0.0,0.004709,0.0,0.0,0.0,0.002399,0.0,0.0,0.004596,0.0,0.003747,0.0,0.008026,0.002544,0.0,0.000785,0.000604,0.001521,0.001244,0.000772,0.000524,0.002598,0.002405,0.005603,0.001549,0.003389,0.005131,0.025158,3.535351,1.73136,0.014202,0.00702,0.005788,0.015791,0.061394,2.714714,0.030681,0.010101,0.321555,7.340044,0.016318,6.065965,1.766387,0.285596,4.2583,7.005831,0.108461,7.182206,5.747024,1.54651,1.274352,1.246619,0.998095,0.871385,0.988882,0.774395,0.0501,0.018868,0.011364,0.008687,0.010513,0.025564
580,0.330502,0.0,0.0,0.016968,0.0,0.0,0.0,0.015829,0.0,0.0,0.019863,0.0,0.017505,0.0,0.011554,0.003046,0.0,0.0018,0.001799,0.00176,0.001373,0.001934,0.00406,0.002759,0.003952,0.004122,0.001649,0.003783,0.004252,0.010831,3.406593,1.706591,0.024834,0.010497,0.007571,0.011729,0.016377,2.637331,0.036818,0.013179,0.117899,7.208199,0.020375,6.053144,1.845041,0.088742,4.321936,6.805185,0.072565,6.48334,5.189715,1.436463,1.20855,1.20383,0.996928,0.8938,1.075195,0.865168,0.039316,0.017889,0.011903,0.015156,0.011452,0.029305
581,0.30074,0.0,0.0,0.017835,0.0,0.0,0.0,0.019852,0.0,0.0,0.020294,0.0,0.013097,0.0,0.013988,0.005409,0.0,0.003611,0.002579,0.000701,0.001815,0.003082,0.002094,0.00215,0.00547,0.006072,0.001592,0.00464,0.004178,0.012807,3.258051,1.630973,0.017786,0.009807,0.006233,0.004507,0.017157,2.52111,0.024539,0.013685,0.104474,6.896594,0.006609,5.787656,1.753582,0.088242,4.132544,6.504684,0.064678,6.197906,4.964055,1.37131,1.154205,1.148133,0.952661,0.851795,1.028254,0.821905,0.045267,0.017304,0.013392,0.012205,0.011585,0.027974
582,0.28314,0.0,0.0,0.003489,0.0,0.0,0.0,0.011869,0.0,0.0,0.012913,0.0,0.012362,0.0,0.008225,0.000687,0.0,0.001503,0.003046,0.002513,0.000704,0.001768,0.003252,0.002884,0.003685,0.003453,0.000798,0.004468,0.005687,0.009863,3.115627,1.56209,0.018244,0.011439,0.005915,0.00638,0.012856,2.410714,0.021334,0.013037,0.09924,6.592178,0.012292,5.541075,1.68546,0.083395,3.955288,6.221057,0.064124,5.929613,4.743071,1.314177,1.107402,1.106319,0.90741,0.823209,0.981087,0.790143,0.044563,0.012369,0.012332,0.009699,0.00985,0.024532
583,0.297703,0.0,0.0,0.00394,0.0,0.0,0.0,0.00178,0.0,0.0,0.004689,0.0,0.004086,0.0,0.000154,0.000463,0.0,0.000396,4.8e-05,0.000265,0.000326,0.000273,0.000175,0.000821,0.001117,0.001915,0.001285,0.000763,0.001924,0.008861,3.014409,1.502934,0.004394,0.002845,0.002486,0.000948,0.015065,2.333147,0.01388,0.007557,0.101966,6.378181,0.005286,5.354808,1.612145,0.083311,3.821155,6.013978,0.059482,5.732527,4.587652,1.268193,1.068379,1.064412,0.88273,0.793027,0.953908,0.76057,0.038375,0.013746,0.009388,0.009156,0.009068,0.026422
584,0.297391,0.0,0.0,0.001189,0.0,0.0,0.0,0.001634,0.0,0.0,0.001885,0.0,0.00106,0.0,0.00291,0.001143,0.0,0.000881,0.000573,0.000392,0.000368,0.000582,0.000814,0.00031,0.001068,0.000649,0.000325,0.000538,0.000852,0.011504,3.00866,1.504883,0.006453,0.001196,0.001968,0.001678,0.019876,2.329301,0.017538,0.005559,0.111949,6.374491,0.005753,5.351472,1.615917,0.094844,3.821463,6.02595,0.067046,5.704244,4.567204,1.259925,1.060069,1.062784,0.875647,0.785439,0.95157,0.76323,0.031483,0.014216,0.011113,0.009176,0.009202,0.027916
585,0.301273,0.0,0.0,0.002998,0.0,0.0,0.0,0.005226,0.0,0.0,0.004917,0.0,0.005366,0.0,0.006383,0.002123,0.0,0.000396,0.000935,0.000818,0.000193,0.000902,0.001241,0.000988,0.000802,0.001492,0.000803,0.000712,0.001182,0.010306,3.049979,1.771379,0.010291,0.005681,0.003047,0.002026,0.022146,2.378838,0.022088,0.005634,0.150973,6.597754,0.012857,5.642978,3.226504,0.13362,4.12766,6.695598,0.157115,6.502717,4.924883,1.284331,1.045549,0.988403,0.804972,0.690693,0.836424,0.590009,0.025746,0.012712,0.009428,0.008516,0.009976,0.023716
586,0.303348,0.0,0.0,0.006544,0.0,0.0,0.0,0.005799,0.0,0.0,0.009939,0.0,0.009302,0.0,0.004831,0.002292,0.0,0.001267,0.00114,0.000464,0.000839,0.001396,0.001308,0.001175,0.001814,0.002214,0.00115,0.000953,0.001643,0.009386,3.061121,1.853983,0.008794,0.004724,0.0025,0.003507,0.016517,2.382366,0.019764,0.010974,0.096227,6.571379,0.011561,5.582369,3.698106,0.066716,4.053239,6.500104,0.188855,6.229375,4.643862,1.191785,0.957703,0.961573,0.801708,0.72911,0.93619,0.722565,0.031519,0.010641,0.009451,0.0072,0.009908,0.02879
587,0.295392,0.0,0.0,0.002256,0.0,0.0,0.0,0.006551,0.0,0.0,0.005588,0.0,0.002265,0.0,0.003067,0.000829,0.0,0.00069,0.00061,0.000984,0.000579,0.000373,0.000717,0.001958,0.001713,0.000582,0.000614,0.000679,0.001543,0.018775,2.978207,1.432824,0.014409,0.009596,0.004937,0.003143,0.027517,2.281121,0.025451,0.009898,0.146187,6.139044,0.021194,5.040652,1.345388,0.086493,3.50265,5.92007,0.122333,6.007325,4.693927,1.26059,1.027896,0.982029,0.77581,0.66661,0.74184,0.617478,0.023396,0.010791,0.00905,0.006689,0.010385,0.026837
588,0.29872,0.0,0.0,0.00543,0.0,0.0,0.0,0.001809,0.0,0.0,0.00492,0.0,0.002121,0.0,0.000257,0.000721,0.0,0.000994,0.000553,2.6e-05,0.000205,0.001254,0.000755,0.000589,0.000757,0.000547,0.000609,0.000933,0.003443,0.033958,2.861226,1.108148,0.007143,0.002691,0.002472,0.002385,0.047229,2.02838,0.017518,0.009675,0.173856,5.977634,0.007625,5.478744,0.061952,0.199212,4.037795,6.187924,0.061545,5.72787,4.827808,1.326572,1.0515,0.932724,0.804323,0.760801,0.854245,0.66461,0.024486,0.01723,0.008042,0.007897,0.00983,0.023404
589,0.296173,0.0,0.0,0.001183,0.0,0.0,0.0,0.004824,0.0,0.0,0.002857,0.0,0.004258,0.0,0.006337,0.002074,0.0,0.000483,0.000328,0.000712,0.000838,0.000614,0.000966,0.000792,0.001359,0.001999,0.000524,0.000925,0.002776,0.026834,2.942555,1.309998,0.020855,0.007173,0.005506,0.00364,0.043885,2.203219,0.04635,0.014083,0.252056,5.696998,0.018372,4.965254,0.843377,0.187596,3.876198,6.523454,0.18758,6.383533,4.760255,1.199064,0.910794,0.928759,0.782163,0.702207,0.800135,0.617562,0.0252,0.010814,0.006618,0.009487,0.00974,0.023367
590,0.300175,0.0,0.0,0.018175,0.0,0.0,0.0,0.007906,0.0,0.0,0.004463,0.0,0.008519,0.0,0.017293,0.006597,0.0,0.002331,0.00254,0.001729,0.001709,0.014168,0.025305,0.028818,0.02384,0.033312,0.021615,0.029202,0.024775,0.022817,2.780827,1.643926,0.031268,0.045881,0.097521,0.011979,0.032466,2.136247,0.111192,0.04856,0.126244,5.898833,0.053864,5.021705,3.080273,0.087914,3.678146,6.040541,0.153779,5.719261,4.431364,1.089021,0.918277,0.889536,0.72208,0.614279,0.711736,0.549505,0.026123,0.011452,0.012319,0.013778,0.009356,0.026439
591,0.353727,0.0,0.0,0.027235,0.0,0.0,0.0,0.026726,0.0,0.0,0.035818,0.0,0.033907,0.0,0.034394,0.015603,0.0,0.006855,0.006532,0.010368,0.017151,0.022255,0.091153,0.201552,0.165261,0.052315,0.045109,0.13035,0.164034,0.207349,1.530541,2.746706,0.155179,0.239337,0.64174,0.068493,0.199372,1.105913,1.327913,0.319501,0.711208,3.539553,0.396527,1.909124,2.719797,0.556453,2.177253,2.94096,3.184118,2.838225,2.046908,1.663525,0.812871,0.526194,0.400314,0.304369,0.379893,0.476403,0.075287,0.035353,0.010131,0.01006,0.01042,0.020091
592,0.400696,0.0,0.0,0.007976,0.0,0.0,0.0,0.009577,0.0,0.0,0.006804,0.0,0.015445,0.0,0.006494,0.003059,0.0,0.00061,0.002158,0.003891,0.000508,0.006916,0.00432,0.005781,0.008772,0.008241,0.006212,0.00479,0.012725,0.019895,0.931107,3.683324,0.047773,0.009523,0.015724,0.012133,0.009856,2.86987,0.603007,0.026611,0.058171,7.636636,0.085734,0.665591,6.502969,0.02378,4.973534,0.890539,7.734471,8.0,0.683026,4.143954,2.062275,1.236986,1.201574,0.824313,0.69479,0.925173,0.05501,0.05217,0.01025,0.008573,0.008765,0.026925
593,0.39936,0.0,0.0,0.010751,0.0,0.0,0.0,0.010638,0.0,0.0,0.012731,0.0,0.021555,0.0,0.01346,0.004523,0.0,0.001184,0.000708,0.001429,0.001484,0.00288,0.003857,0.001943,0.002249,0.006997,0.001661,0.002509,0.005516,0.018009,0.277632,3.919403,0.069776,0.010456,0.006925,0.007205,0.006181,2.527075,1.834883,0.020986,0.034394,7.830625,0.031127,0.219756,6.660879,0.02221,4.555107,0.247092,7.793315,7.863541,0.20835,4.485949,1.768261,1.230182,1.227411,0.940325,0.658877,0.987865,0.051279,0.041851,0.008469,0.00807,0.010661,0.026081
594,0.388981,0.0,0.0,0.006704,0.0,0.0,0.0,0.012376,0.0,0.0,0.006537,0.0,0.010657,0.0,0.009079,0.002873,0.0,0.000429,0.000215,0.001556,0.00211,0.002041,0.003211,0.004335,0.003645,0.005906,0.003182,0.00376,0.002824,0.00606,0.084409,3.91673,0.058352,0.01061,0.009488,0.007571,0.005922,2.634106,3.603698,0.020082,0.028812,6.881155,0.102557,0.044322,5.707432,0.016286,4.573094,0.056902,8.0,7.724558,0.06243,4.504102,1.944636,1.161403,1.066816,0.930248,0.693608,1.022903,0.074571,0.058144,0.009303,0.010621,0.00998,0.029274
595,0.333068,0.0,0.0,0.017978,0.0,0.0,0.0,0.008801,0.0,0.0,0.008414,0.0,0.00677,0.0,0.003713,0.000672,0.0,0.000612,0.001266,0.000845,0.000421,0.002214,0.001753,0.00293,0.001274,0.005274,0.001834,0.003001,0.002804,0.004029,0.083928,3.763253,0.057392,0.01201,0.008568,0.009531,0.006558,2.557206,3.620018,0.02462,0.020562,6.795212,0.089865,0.01545,5.403352,0.020062,4.21164,0.008856,7.473291,7.376026,0.0423,4.426342,1.970777,1.220399,1.155134,0.897455,0.655265,1.013427,0.08951,0.074508,0.013195,0.010661,0.012815,0.029991
596,0.294481,0.0,0.0,0.013225,0.0,0.0,0.0,0.008867,0.0,0.0,0.007782,0.0,0.014863,0.0,0.006907,0.001309,0.0,0.001451,0.001492,0.000483,0.002256,0.002709,0.004529,0.006726,0.002553,0.004782,0.003021,0.002258,0.004737,0.005144,0.076943,3.619897,0.038046,0.009684,0.004679,0.005738,0.006361,2.458604,3.475027,0.039214,0.022075,6.544422,0.065155,0.010937,5.196764,0.016556,4.048198,0.011336,7.188716,7.09053,0.030079,4.254688,1.895426,1.176243,1.104622,0.858989,0.627823,0.977874,0.080714,0.06575,0.014209,0.01026,0.009163,0.026631
597,0.297199,0.0,0.0,0.008376,0.0,0.0,0.0,0.013904,0.0,0.0,0.016646,0.0,0.014828,0.0,0.01,0.002124,0.0,0.001113,0.00114,0.001065,0.002572,0.00277,0.002483,0.003148,0.002321,0.004718,0.001903,0.001552,0.00481,0.006569,0.080006,3.466064,0.033686,0.014296,0.009055,0.006756,0.003709,2.355608,3.347901,0.031862,0.019028,6.262143,0.069728,0.010369,4.976309,0.025017,3.879305,0.009357,6.883384,6.792196,0.02921,4.077015,1.816007,1.134349,1.054369,0.821848,0.605036,0.933127,0.079746,0.06703,0.008815,0.011357,0.010522,0.028654
598,0.294205,0.0,0.0,0.001041,0.0,0.0,0.0,0.002924,0.0,0.0,0.003877,0.0,0.004285,0.0,0.004745,0.000149,0.0,0.000446,0.001094,0.001425,0.001332,0.000472,0.001648,0.00323,0.001004,0.002751,0.000963,0.001167,0.001601,0.004078,0.069812,3.353581,0.036229,0.009178,0.003858,0.00648,0.001829,2.277521,3.210664,0.024848,0.011307,6.059885,0.062389,0.009142,4.807748,0.015474,3.748567,0.011805,6.656493,6.569956,0.020268,3.94599,1.759511,1.094141,1.028895,0.799668,0.588061,0.905464,0.0798,0.065026,0.012118,0.010809,0.008435,0.023883
599,0.289231,0.0,0.0,0.005881,0.0,0.0,0.0,0.003514,0.0,0.0,0.004105,0.0,0.007373,0.0,0.001859,0.001024,0.0,0.000252,0.000688,0.000795,0.000369,0.000562,0.001891,0.00322,0.001159,0.002614,0.000694,0.001099,0.000985,0.002973,0.074913,3.349527,0.032162,0.006033,0.002028,0.008146,0.002623,2.276821,3.219248,0.027891,0.012423,6.061195,0.063601,0.006893,4.814282,0.009378,3.735225,0.010598,6.633867,6.544116,0.02534,3.932698,1.753257,1.091385,1.032925,0.799871,0.581882,0.903297,0.0776,0.064036,0.013095,0.009691,0.011029,0.023723
600,0.304707,0.0,0.0,0.009059,0.0,0.0,0.0,0.002501,0.0,0.0,0.004114,0.0,0.002517,0.0,0.0038,0.001429,0.0,0.000448,0.000351,0.000677,0.000575,0.000803,0.001046,0.001721,0.000657,0.002129,0.000867,0.000965,0.001109,0.00249,0.036193,3.414558,0.058149,0.009296,0.005975,0.003597,0.003558,2.368783,4.697903,0.011321,0.015698,6.603061,0.1341,0.011405,5.546052,0.017747,4.133825,0.019161,6.90009,6.519166,0.258147,3.78138,1.601067,1.080212,0.956456,0.768324,0.55629,0.835583,0.047891,0.045244,0.009656,0.00876,0.007625,0.02448
601,0.320279,0.0,0.0,0.019908,0.0,0.0,0.0,0.007813,0.0,0.0,0.006384,0.0,0.002406,0.0,0.005375,0.001186,0.0,0.000923,0.00119,0.001494,0.001148,0.001616,0.001242,0.001339,0.0009,0.001274,0.000548,0.001077,0.001208,0.002738,0.018527,3.430379,0.022591,0.007946,0.003705,0.002915,0.003024,2.394371,5.142328,0.007991,0.009567,6.659898,0.056542,0.004642,5.625491,0.011478,4.226052,0.013533,7.078317,6.720806,0.140179,3.966039,1.783955,1.029579,1.060251,0.911855,0.615331,0.905161,0.068931,0.046524,0.014083,0.008624,0.011228,0.021669
602,0.307603,0.0,0.0,0.00784,0.0,0.0,0.0,0.004627,0.0,0.0,0.008055,0.0,0.007218,0.0,0.003621,0.000219,0.0,0.00104,0.000486,0.001023,0.001172,0.001528,0.00076,0.002277,0.002583,0.004462,0.000833,0.001005,0.001491,0.007246,0.106498,3.309762,0.050023,0.01327,0.005442,0.004357,0.004125,2.219596,2.913488,0.029194,0.010829,5.766481,0.092932,0.017877,4.842948,0.018902,3.848632,0.024864,6.662749,6.361254,0.089014,3.673629,1.567034,0.906468,0.885183,0.755516,0.537089,0.774218,0.047708,0.040886,0.007779,0.008087,0.008539,0.02064
603,0.288344,0.0,0.0,0.011364,0.0,0.0,0.0,0.001522,0.0,0.0,0.000764,0.0,0.001973,0.0,0.00326,0.001045,0.0,0.000486,0.001158,0.000369,0.000572,0.000886,0.000817,0.001124,0.001132,0.001011,0.000576,0.000511,0.00111,0.005907,0.225978,3.145361,0.072769,0.009492,0.004161,0.002116,0.005748,2.028357,1.270618,0.012205,0.027721,6.301533,0.053636,0.009942,5.397111,0.009715,3.690296,0.011463,6.356683,6.483779,0.069077,3.720775,1.45779,1.041702,1.054421,0.798974,0.595233,0.886223,0.067759,0.066723,0.009674,0.011397,0.009632,0.025024
